RBD,DV_RBD,NOMBRE_ESTABLECIMIENTO,DEPENDENCIA,AREA,COD_REGION,COD_PROV,COD_COM_EST,COMUNA,PRIMERA_PRIORIDAD,SEGUNDA_PRIORIDAD,TERCERA_PRIORIDAD,NO_VULNERABLES,SIN_INFORMACION,TOTAL_MATRICULA_2015,IVE_SINAE_2016
7992,8,COLEGIO ICEBERG,PARTICULAR SUBVENCIONADO,RURAL,10,101,10102,CALBUCO,23,6,11,11,0,51,78.4
7993,6,ESCUELA PARTICULAR N. 240 LA HUACHA,PARTICULAR SUBVENCIONADO,RURAL,10,101,10105,FRUTILLAR,11,0,0,0,0,11,100
7994,4,ESCUELA PARTICULAR N.241 LA PAZ,PARTICULAR SUBVENCIONADO,RURAL,10,101,10105,FRUTILLAR,6,1,1,0,0,8,100
7996,0,ESCUELA PARTICULAR N.245 SANTA ANA,PARTICULAR SUBVENCIONADO,RURAL,10,101,10105,FRUTILLAR,25,2,3,1,0,31,96.8
7998,7,ESCUELA PARTICULAR N.247 EL RETAMO,PARTICULAR SUBVENCIONADO,RURAL,10,101,10105,FRUTILLAR,25,5,1,2,0,33,93.9
8002,0,LICEO GALVARINO RIVEROS CARDENAS,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10201,CASTRO,52,13,14,109,1,189,41.8
8003,9,ESCUELA LUIS URIBE DIAZ,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10201,CASTRO,238,61,68,180,1,548,67
8004,7,ESCUELA INES MUNOZ DE GARCIA,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10201,CASTRO,227,54,91,227,6,605,61.5
8005,5,ESCUELA AYTUE,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10201,CASTRO,366,84,77,107,1,635,83
8006,3,ESCUELA RURAL PEDRO VELAZQUEZ BONTES,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10201,CASTRO,80,37,38,76,1,232,66.8
8009,8,ESCUELA RURAL QUELQUEL,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,4,0,0,0,0,4,100
8010,1,ESCUELA RURAL CURAHUE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,0,2,0,3,0,5,40
8012,8,ESCUELA RURAL ANA NELLY OYARZUN CARTES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,40,16,9,18,0,83,78.3
8013,6,ESCUELA RURAL MIRTA OYARZO VERA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,34,19,6,15,0,74,79.7
8014,4,ESCUELA RURAL MANUELA CARDENAS BARRIA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,2,8,1,1,0,12,91.7
8016,0,ESCUELA RURAL  COIHUINCO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,1,0,1,0,0,2,100
8019,5,ESCUELA RURAL QUILQUICO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,30,10,15,15,0,70,78.6
8020,9,ESCUELA RURAL PAUL HARRIS,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,7,1,1,9,0,18,50
8021,7,ESCUELA RURAL PUACURA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,4,0,0,1,0,5,80
8022,5,ESCUELA RURAL ERMELINDA SANCHEZ DE CIFUENTES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,19,7,8,4,0,38,89.5
8027,6,ESCUELA RURAL OLINDA BORQUEZ BORQUEZ,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,41,20,9,18,0,88,79.5
8029,2,ESCUELA RURAL LLICALDAD,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,2,2,3,2,0,9,77.8
8030,6,ESCUELA RURAL GAMBOA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,4,1,0,0,0,5,100
8031,4,ESCUELA RURAL LA CHACRA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,5,1,1,2,0,9,77.8
8032,2,ESCUELA RURAL INES BAZAN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,5,5,4,3,0,17,82.4
8033,0,ESCUELA RURAL LA ESTANCIA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,1,6,2,2,0,11,81.8
8035,7,ESCUELA RURAL PIDPID,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,0,1,0,3,0,4,25
8036,5,ESCUELA RURAL LOS ANGELES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,20,12,8,10,0,50,80
8037,3,ESCUELA RURAL LOS ROBLES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,10,5,0,2,0,17,88.2
8038,1,ESCUELA RURAL SAN MIGUEL,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,2,5,0,4,0,11,63.6
8040,3,ESCUELA RURAL CAPILLA DE LOURDES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10201,CASTRO,2,3,0,1,0,6,83.3
8046,2,ESCUELA PUDETO,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10202,ANCUD,216,22,22,31,1,292,89
8047,0,ESCUELA ANEXA,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10202,ANCUD,204,32,56,110,0,402,72.6
8048,9,ESCUELA YERBAS BUENAS,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10202,ANCUD,99,10,5,11,0,125,91.2
8049,7,ESCUELA RURAL VILLA CHACAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,41,3,6,13,0,63,79.4
8050,0,ESCUELA FATIMA,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10202,ANCUD,65,10,7,10,0,92,89.1
8051,9,ESCUELA RURAL EL PALOMAR,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,75,18,11,21,0,125,83.2
8052,7,ESCUELA RURAL GUAPILACUY,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,2,0,0,0,0,2,100
8053,5,ESCUELA RURAL SENDA CHACAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,58,8,11,11,0,88,87.5
8054,3,ESCUELA RURAL MANAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,47,10,5,15,0,77,80.5
8055,1,ESCUELA RURAL BELBEN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,2,0,0,0,0,2,100
8060,8,ESCUELA RURAL GOLFETE DE QUETALMAHUE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,5,1,0,0,0,6,100
8061,6,ESCUELA RURAL PUNTA CHILEN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,8,3,0,1,0,12,91.7
8063,2,ESCUELA RURAL LA CAPILLA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,4,2,0,2,0,8,75
8066,7,ESCUELA RURAL CATRUMAN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,6,1,0,1,0,8,87.5
8071,3,ESCUELA RURAL NAL,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,4,1,0,0,0,5,100
8075,6,ESCUELA RURAL QUILAR,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,3,0,0,1,0,4,75
8080,2,ESCUELA RURAL COGOMO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,2,0,0,0,0,2,100
8081,0,ESCUELA RURAL CAYUCAN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,2,2,1,1,0,6,83.3
8082,9,ESCUELA RURAL CUMBRE DE LECAM,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,6,0,0,0,0,6,100
8083,7,ESCUELA RURAL FELIPE SANTANA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,5,1,0,1,0,7,85.7
8085,3,ESCUELA RURAL SAN MIGUEL DE COÑIMO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,63,8,4,4,0,79,94.9
8092,6,ESCUELA RURAL LUIS ALBERTO SEGOVIA ROSS,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,37,7,3,9,0,56,83.9
8094,2,ESCUELA RURAL CAIPULLI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,3,0,0,0,0,3,100
8095,0,ESCUELA RURAL AGUAS BUENAS,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,4,2,2,0,0,8,100
8096,9,ESCUELA RURAL PUGUEÑUN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,6,1,0,2,0,9,77.8
8099,3,ESCUELA RURAL COCOTUE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,12,8,2,2,0,24,91.7
8100,0,ESCUELA RURAL SOL DEL PACIFICO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,69,25,10,12,0,116,89.7
8102,7,ESCUELA RURAL HUELDEN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,6,0,0,0,0,6,100
8103,5,ESCUELA RURAL BAHIA LINAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,45,10,3,8,0,66,87.9
8104,3,ESCUELA RURAL PUENTE PUNTRA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10202,ANCUD,21,3,5,9,0,38,76.3
8105,1,LICEO BICENTENARIO DE ANCUD,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10202,ANCUD,41,2,16,40,1,100,59
8108,6,SEMINARIO CONCILIAR DE ANCUD,PARTICULAR SUBVENCIONADO,URBANO,10,102,10202,ANCUD,219,32,54,79,0,384,79.4
8112,4,ESCUELA RURAL JUAN VICTORINO TANGOL,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,22,2,4,7,0,35,80
8113,2,ESCUELA RURAL AQUELARRE,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,47,9,5,5,0,66,92.4
8114,0,ESCUELA RURAL LLIUCO,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,53,24,12,15,0,104,85.6
8115,9,ESCUELA RURAL MORRO LOBOS ALTO,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,4,2,0,0,0,6,100
8116,7,ESCUELA RURAL HUITE,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,3,2,0,7,0,12,41.7
8117,5,ESCUELA RURAL MONTEMAR,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,59,37,9,19,0,124,84.7
8118,3,ESCUELA RURAL AUCHO,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,0,0,0,3,0,3,0
8120,5,ESCUELA RURAL QUINTERQUEN,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,1,6,0,0,0,7,100
8121,3,ESCUELA RURAL SANTA ROSA,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,6,8,1,3,0,18,83.3
8122,1,ESCUELA RURAL PIDO,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,4,2,0,0,0,6,100
8124,8,ESCUELA RURAL CAUCAHUE,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,3,1,0,0,0,4,100
8126,4,ESCUELA RURAL AUCAR,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,26,7,5,10,0,48,79.2
8127,2,ESCUELA RURAL QUELER,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,0,4,0,0,0,4,100
8130,2,ESCUELA RURAL TOCOIHUE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,2,1,0,1,0,4,75
8131,0,ESCUELA RURAL MALUCO,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,5,0,0,0,0,5,100
8132,9,ESCUELA DE AULIN,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,3,0,0,1,0,4,75
8133,7,ESCUELA RURAL LINDA VISTA,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,22,7,1,0,0,30,100
8134,5,ESCUELA RURAL CONEB,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,4,3,0,0,0,7,100
8135,3,ESCUELA RURAL TAC,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,26,8,1,1,0,36,97.2
8136,1,ESCUELA RURAL ARCHIPIELAGO,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,11,1,0,1,0,13,92.3
8139,6,ESCUELA RURAL CHENIAO,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,4,0,1,0,0,5,100
8141,8,ESCUELA RURAL SAN JOSE,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,2,1,0,0,0,3,100
8142,6,ESCUELA RURAL BORDEMAR VILLA MECHUQUE,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,22,1,4,2,0,29,93.1
8143,4,ESCUELA RURAL NAYAHUE,MUNICIPAL - DAEM,RURAL,10,102,10209,QUEMCHI,7,2,1,2,0,12,83.3
8144,2,ESCUELA RURAL CESAR GOMEZ GARCIA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,12,7,0,6,0,25,76
8145,0,ESCUELA RURAL COLEGUAL,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,3,0,0,1,0,4,75
8146,9,ESCUELA RURAL TEGUEL,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,3,1,0,3,0,7,57.1
8147,7,ESCUELA RURAL MALLINLEMU,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,117,33,28,39,0,217,82
8149,3,ESCUELA RURAL CARIHUEICO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,3,0,0,1,0,4,75
8150,7,ESCUELA RURAL EL PRADO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,2,0,0,0,0,2,100
8155,8,ESCUELA RURAL DALLICO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,3,0,0,0,0,3,100
8157,4,ESCUELA RURAL JOSE MARIA ULLOA SALDIVIA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,2,3,0,1,0,6,83.3
8158,2,ESCUELA RURAL CALEN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,17,3,2,6,0,28,78.6
8159,0,ESCUELA RURAL JOSE DANIEL BAHAMONDE BAHAMONDE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,22,6,10,12,1,51,74.5
8160,4,ESCUELA RURAL CULDEO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10205,DALCAHUE,1,1,0,0,0,2,100
8161,2,ESCUELA BASICA DALCAHUE,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10205,DALCAHUE,240,40,44,62,0,386,83.9
8162,0,LICEO ALFREDO DEL CARMEN BARRIA OYARZUN,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10204,CURACO DE VÉLEZ,94,19,9,44,0,166,73.5
8163,9,ESCUELA RURAL CHULLEC,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,2,0,0,0,0,2,100
8164,7,ESCUELA RURAL TOLQUIEN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,4,0,0,0,0,4,100
8165,5,ESCUELA RURAL EDUARDO FREI MONTALVA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,34,4,2,17,0,57,70.2
8166,3,ESCUELA RURAL VISTA HERMOSA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,2,3,0,1,0,6,83.3
8167,1,ESCUELA RURAL HUYAR BAJO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,1,0,0,1,0,2,50
8169,8,ESCUELA RURAL HUYAR ALTO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,19,10,6,5,0,40,87.5
8170,1,ESCUELA RURAL SAN JAVIER,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,25,9,7,10,0,51,80.4
8173,6,ESCUELA RURAL HUENAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10204,CURACO DE VÉLEZ,6,1,0,2,0,9,77.8
8174,4,LICEO INSULAR,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10210,QUINCHAO,142,32,33,97,0,304,68.1
8175,2,ESCUELA RURAL CAPILLA ANTIGUA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,4,4,1,2,0,11,81.8
8176,0,ESCUELA RURAL LA CAPILLA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,32,8,1,3,0,44,93.2
8177,9,ESCUELA RURAL OSTRICULTURA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,54,6,1,5,0,66,92.4
8179,5,ESCUELA RURAL FRANCISCO DE VILLAGRA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,5,1,0,0,0,6,100
8180,9,ESCUELA RURAL ALAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,41,5,2,0,0,48,100
8181,7,ESCUELA RURAL METAHUE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,19,5,1,1,0,26,96.2
8182,5,ESCUELA RURAL LA VILLA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,11,2,2,5,0,20,75
8183,3,ESCUELA RURAL AMANECER 2000,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,6,1,0,8,0,15,46.7
8184,1,ESCUELA RURAL LLINGUA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,11,3,3,3,0,20,85
8186,8,ESCUELA RURAL LOS PINOS,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,29,15,6,8,0,58,86.2
8188,4,ESCUELA RURAL LA CAPILLA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,24,8,6,3,0,41,92.7
8189,2,ESCUELA RURAL TERESA CARDENAS DE PAREDES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,65,17,10,23,0,115,80
8190,6,ESCUELA RURAL EL ESTERO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,3,0,0,3,0,6,50
8191,4,ESCUELA RURAL SAN FRANCISCO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,36,16,7,8,0,67,88.1
8193,0,ESCUELA RURAL COÑAB,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10210,QUINCHAO,1,0,0,2,0,3,33.3
8194,9,LICEO PARTICULAR RAMON FREIRE,PARTICULAR SUBVENCIONADO,URBANO,10,102,10210,QUINCHAO,52,10,34,128,5,229,41.9
8195,7,ESCUELA PUQUELDON,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10206,PUQUELDÓN,61,17,15,26,0,119,78.2
8197,3,ESCUELA RURAL LAS LAGUNAS,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10206,PUQUELDÓN,6,1,0,1,0,8,87.5
8198,1,ESCUELA RURAL SAN JUAN DE LINCAY,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10206,PUQUELDÓN,4,1,1,1,0,7,85.7
8200,7,ESCUELA RURAL SAN AGUSTIN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10206,PUQUELDÓN,4,0,1,2,0,7,71.4
8201,5,ESCUELA RURAL LAS CAMPANAS,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10206,PUQUELDÓN,29,12,3,5,0,49,89.8
8202,3,ESCUELA RURAL DETIF,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10206,PUQUELDÓN,24,11,6,5,0,46,89.1
8203,1,ESCUELA RURAL SANTA ROSA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10206,PUQUELDÓN,36,6,6,7,0,55,87.3
8205,8,ESCUELA RURAL ICHUAC,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10206,PUQUELDÓN,23,11,5,11,0,50,78
8206,6,LICEO MANUEL JESUS ANDRADE BORQUEZ,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10203,CHONCHI,250,52,37,80,1,420,80.7
8207,4,ESCUELA RURAL NOTUCO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,17,2,2,0,0,21,100
8208,2,ESCUELA RURAL CURACO DE VILUPULLI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,29,2,1,8,0,40,80
8209,0,ESCUELA RURAL ALCALDEO DE RAUCO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,2,0,1,3,0,6,50
8210,4,ESCUELA RURAL QUITRIPULLI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,54,10,8,4,0,76,94.7
8211,2,ESCUELA RURAL HUILLINCO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,69,11,9,13,0,102,87.3
8213,9,ESCUELA RURAL EL PULPITO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,18,1,2,1,0,22,95.5
8214,7,ESCUELA RURAL QUIAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,4,1,0,0,0,5,100
8215,5,ESCUELA RURAL TARA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,6,1,0,2,0,9,77.8
8216,3,ESCUELA RURAL PUCATUE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,14,4,0,0,0,18,100
8217,1,ESCUELA RURAL TEUPA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,4,4,2,5,0,15,66.7
8219,8,ESCUELA RURAL PINDACO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,6,1,1,1,0,9,88.9
8220,1,ESCUELA RURAL CUCAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,29,5,5,5,0,44,88.6
8223,6,ESCUELA RURAL QUILIPULLI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,6,4,1,0,0,11,100
8224,4,ESCUELA RURAL DICHAM,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,6,1,1,0,0,8,100
8225,2,ESCUELA RURAL CANAN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,3,1,2,1,0,7,85.7
8226,0,ESCUELA RURAL QUINCHED,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,7,2,0,1,0,10,90
8227,9,ESCUELA RURAL CHANQUIN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,11,4,1,0,0,16,100
8228,7,ESCUELA RURAL VILUPULLI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,11,3,1,2,0,17,88.2
8229,5,ESCUELA RURAL MELLEICO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,3,0,0,0,0,3,100
8230,9,ESCUELA RURAL RAUCO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,17,9,3,5,0,34,85.3
8231,7,ESCUELA RURAL TERAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,17,2,2,13,0,34,61.8
8232,5,ESCUELA RURAL LOS PETANES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,1,0,0,0,0,1,100
8233,3,ESCUELA RURAL NATRI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,0,0,2,0,0,2,100
8234,1,ESCUELA RURAL MIRAFLORES,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10203,CHONCHI,7,0,0,1,0,8,87.5
8236,8,ESCUELA CHILHUE,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10207,QUEILÉN,187,11,11,17,0,226,92.5
8237,6,ESCUELA RURAL PAILDAD,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,16,0,0,0,0,16,100
8238,4,ESCUELA RURAL ALQUI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,5,0,0,1,0,6,83.3
8239,2,ESCUELA RURAL INSTITUTO CORFO-PUREO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,6,2,0,1,0,9,88.9
8241,4,ESCUELA RURAL ALVARO VARGAS MIRANDA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,111,3,7,4,1,126,96
8243,0,ESCUELA RURAL CONTUY,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,10,0,0,0,0,10,100
8244,9,ESCUELA RURAL DIAZ-LIRA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,6,0,0,0,0,6,100
8246,5,ESCUELA RURAL NEPUE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,7,2,0,1,0,10,90
8247,3,ESCUELA RURAL JUAN ANTONIO VERA DIAZ,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,50,3,1,1,0,55,98.2
8251,1,ESCUELA RURAL SAN JOSE DE TRANQUI,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,9,4,1,0,0,14,100
8254,6,ESCUELA RURAL DETICO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10207,QUEILÉN,11,1,0,0,0,12,100
8256,2,ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ,MUNICIPAL - CORPORACIÓN,URBANO,10,102,10208,QUELLÓN,330,32,39,49,0,450,89.1
8257,0,ESCUELA RURAL SAN ANTONIO DE CHADMO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10208,QUELLÓN,4,1,0,1,0,6,83.3
8258,9,ESCUELA RURAL RIO MAULE,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10208,QUELLÓN,7,0,1,0,0,8,100
8260,0,ESCUELA RURAL QUILEN,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10208,QUELLÓN,4,1,0,2,0,7,71.4
8261,9,ESCUELA RURAL CHADMO CENTRAL,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10208,QUELLÓN,28,0,1,3,0,32,90.6
8262,7,ESCUELA RURAL COLCAO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10208,QUELLÓN,0,0,0,1,0,1,0
8263,5,ESCUELA RURAL JOSE SANTOS LINCOMAN INAICHEO,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10208,QUELLÓN,19,2,3,6,0,30,80
8264,3,ESCUELA RURAL ADELA GARCIA GARCIA,MUNICIPAL - CORPORACIÓN,RURAL,10,102,10208,QUELLÓN,79,21,15,23,0,138,83.3
